q_Q1,q_Q2,q_Q3,q_Q4,q_Q5,q_Q6,q_Q7,q_Q8,q_Q9,q_Q10,q_Q11,q_Q12,q_Q13,q_Q14,q_Q15,q_Q16,q_Q17,q_Q18,q_Q19,q_Q20,m_score,m_gender,m_age,seconds_elapsed
4,5,3,2,5,2,2,5,4,4,1,4,4,2,4,2,1,5,4,2,75,1,45,394
3,3,2,4,2,2,1,1,5,4,2,4,2,2,3,1,3,4,3,2,61,1,21,315
4,4,4,1,4,1,1,2,3,2,2,5,4,2,4,2,1,4,5,3,76,1,53,125
1,4,4,4,1,4,2,1,1,4,1,3,2,3,4,4,2,3,2,1,51,2,31,138
2,1,5,3,2,5,5,2,4,5,3,3,2,2,1,5,4,1,5,4,44,2,65,195
4,4,4,4,4,4,5,4,4,4,4,2,2,4,2,4,4,2,2,4,51,1,25,270
3,2,3,4,2,2,2,2,5,4,2,3,2,3,2,2,3,2,4,2,54,2,21,280
4,4,2,2,4,1,1,5,1,2,1,4,4,1,3,1,2,5,5,4,86,1,36,131
4,5,1,1,4,2,2,2,2,2,1,2,1,2,4,4,1,4,1,1,66,1,18,162
2,2,4,4,2,2,2,2,4,2,2,2,3,3,4,2,4,2,4,4,60,1,54,193
5,4,2,4,5,4,1,5,2,2,5,5,4,2,4,1,5,4,4,5,81,1,32,178
3,3,2,1,4,2,3,1,4,3,3,5,2,3,2,1,1,3,4,4,64,2,35,173
3,3,4,3,4,3,2,2,4,4,3,3,2,3,2,3,2,3,3,3,55,2,21,151
2,2,2,4,4,4,4,2,4,4,2,2,2,4,3,4,2,4,4,1,50,2,20,427
2,1,2,4,4,2,5,2,3,4,2,3,2,3,4,4,2,4,5,1,55,2,20,242
4,5,1,3,5,1,1,5,1,2,1,5,5,1,4,2,5,5,5,5,94,1,30,297
2,1,4,4,1,2,2,2,5,4,2,2,1,4,2,4,4,2,4,1,45,2,41,213
2,2,2,3,2,4,3,2,4,4,2,3,2,4,2,3,3,3,3,2,51,2,27,228
5,5,5,3,4,2,2,4,2,2,1,5,5,3,5,5,1,5,5,4,77,1,20,219
3,4,4,2,3,2,1,3,2,4,2,2,2,3,4,2,1,3,5,2,64,1,23,152
2,3,2,4,4,2,1,1,5,4,4,2,1,4,2,4,5,2,5,1,52,1,59,362
4,1,3,3,2,4,2,2,4,4,2,4,1,3,3,2,2,2,3,1,52,1,22,158
5,5,2,4,4,3,2,4,2,2,1,4,4,2,4,4,2,4,4,2,74,1,27,156
2,2,4,4,2,4,3,2,4,4,4,2,2,3,2,3,3,3,4,2,47,2,33,123
3,2,3,4,3,4,2,2,4,4,3,2,4,3,2,4,4,2,4,3,54,1,40,486
3,4,2,2,3,2,2,3,4,3,2,3,4,3,3,2,2,4,5,2,68,2,37,177
3,4,2,2,2,2,2,2,2,2,1,4,2,2,3,2,2,4,4,3,70,1,30,124
4,2,5,5,3,5,2,2,5,3,1,1,2,4,2,2,2,4,5,1,50,1,40,151
5,4,4,2,3,2,3,2,3,2,1,1,4,1,1,2,2,3,3,4,66,2,22,281
3,3,1,2,4,4,2,1,4,4,0,3,1,2,1,4,2,2,4,3,58,1,22,223
2,2,3,5,4,4,2,1,5,4,2,4,1,4,1,5,5,1,4,5,50,2,51,376
1,1,5,3,4,5,5,4,5,5,2,2,1,2,2,4,1,2,1,4,41,1,38,121
4,2,4,3,4,4,2,4,3,5,1,5,3,2,2,2,2,2,4,2,62,1,40,181
4,4,1,1,5,1,2,4,1,1,1,4,5,2,4,2,2,4,5,3,86,1,18,433
1,2,2,2,3,1,1,4,2,3,1,4,0,4,2,5,4,4,5,1,63,1,22,144
4,4,2,2,3,3,2,2,2,2,2,3,2,2,4,1,2,4,5,2,71,1,18,136
4,4,2,2,4,2,1,2,3,2,2,3,3,2,3,1,2,4,5,2,73,1,21,149
3,5,4,2,4,2,2,4,3,3,1,3,3,2,4,3,2,3,5,2,70,2,25,202
5,4,2,2,5,2,2,2,1,2,1,4,1,2,4,2,2,4,5,3,77,2,27,104
3,2,4,4,2,2,2,2,4,3,1,4,2,2,4,4,2,4,4,4,61,2,26,214
1,1,5,5,2,5,4,2,5,4,2,1,2,3,4,2,4,1,1,1,39,2,25,160
4,4,2,3,4,2,1,5,1,2,1,5,5,2,4,2,2,4,5,2,82,1,20,327
2,2,3,4,2,3,2,1,5,4,1,1,1,4,2,4,2,4,5,1,47,1,36,133
1,4,4,4,1,4,2,2,4,4,2,2,1,2,4,5,5,4,1,1,49,1,33,436
5,3,4,4,3,5,5,4,5,5,3,1,5,4,2,4,2,1,5,1,47,2,24,122
3,1,3,2,4,4,5,2,5,3,1,3,3,2,3,5,3,4,5,1,56,2,26,171
2,2,2,4,3,5,5,2,5,4,4,4,2,2,4,5,3,3,2,1,46,2,30,175
3,2,4,2,3,5,3,2,4,4,2,2,2,3,4,4,2,4,4,2,53,2,24,138
5,5,1,1,1,1,1,5,1,1,1,5,5,1,5,1,1,5,5,5,92,2,100,901
3,2,4,3,2,4,2,2,5,4,2,3,1,2,3,2,3,2,4,1,52,2,25,329
2,2,4,3,2,4,3,4,5,5,3,5,3,2,3,5,2,3,3,1,50,2,26,217
2,2,4,3,3,4,4,2,4,4,4,2,3,3,4,4,3,2,3,1,47,2,24,1034
4,5,4,2,4,5,2,4,4,2,1,4,4,2,4,2,2,4,5,3,73,1,18,130
4,5,3,1,5,2,1,5,3,2,2,5,3,2,2,3,1,4,5,3,77,1,28,184
3,2,2,2,3,2,2,2,2,3,2,3,3,3,3,2,3,3,3,2,64,2,21,278
4,3,1,1,4,2,2,2,4,4,1,5,1,3,3,2,2,4,5,4,71,1,41,348
3,2,4,3,2,4,2,4,4,2,2,2,2,2,3,4,3,2,3,3,56,2,23,223
4,3,4,1,5,5,2,4,5,5,2,2,2,1,1,5,1,4,4,4,58,2,25,107
4,5,1,1,5,1,1,4,3,2,1,4,4,2,4,2,1,5,5,2,83,1,22,215
5,2,4,2,5,1,1,2,5,4,2,4,5,2,4,4,2,4,5,4,71,1,34,234
4,4,3,3,4,3,4,4,4,4,3,4,3,2,2,1,1,5,5,1,64,1,37,637
2,2,2,2,3,2,2,1,4,4,2,3,2,2,2,2,2,4,4,2,59,1,26,169
5,3,4,4,4,4,4,2,5,4,3,3,2,3,3,3,3,5,5,3,58,1,43,335
1,1,5,4,2,3,5,3,5,5,3,4,1,3,2,4,5,2,5,4,47,2,47,202
2,2,2,2,4,2,2,4,4,4,1,5,2,2,4,1,2,4,5,1,69,1,32,199
2,2,3,3,3,5,2,4,5,4,2,3,3,2,1,3,2,4,5,3,57,1,25,149
4,4,5,4,4,2,2,2,4,2,3,4,1,2,4,2,5,4,5,4,69,1,24,148
3,2,2,1,5,1,1,3,2,2,1,4,3,2,3,2,2,4,5,1,75,1,18,453
2,3,4,4,3,4,4,4,5,5,1,4,3,3,3,3,2,2,5,2,54,2,30,168
4,3,3,2,1,2,2,4,3,2,1,4,5,2,5,2,1,5,3,1,71,1,26,227
4,3,3,2,1,2,2,4,3,2,1,4,5,2,5,2,1,5,3,1,71,1,26,292
5,2,2,2,4,3,2,3,5,4,1,2,3,3,2,4,2,2,4,3,60,2,21,162
2,3,4,5,1,3,4,1,5,4,3,1,1,1,3,1,2,2,4,2,46,1,28,117
5,5,1,3,5,4,0,3,5,4,3,4,3,3,1,3,2,3,5,5,69,1,49,345
3,4,4,5,2,2,4,5,4,3,2,4,4,2,3,3,1,3,5,4,63,1,30,193
2,3,5,5,1,5,4,1,5,5,5,1,2,5,4,5,5,1,5,1,36,1,29,168
4,2,2,4,2,2,2,2,4,3,2,3,2,3,2,2,3,2,4,3,59,2,48,209
2,2,2,4,2,4,3,2,5,4,3,2,2,3,2,4,4,2,4,1,47,2,30,231
2,2,1,2,5,4,1,2,1,3,1,5,2,2,2,1,2,4,5,3,72,2,18,195
1,4,2,3,2,4,4,3,4,4,1,4,2,2,3,2,2,2,5,1,57,2,18,146
4,5,4,2,4,2,2,3,3,2,1,5,4,2,5,1,2,4,4,2,77,2,18,167
4,4,2,3,4,2,2,2,4,3,1,4,4,1,3,2,1,4,4,3,71,1,20,135
4,2,2,3,3,2,2,2,3,3,2,4,2,3,2,2,2,3,4,2,62,1,31,275
4,4,4,4,4,2,2,3,4,2,2,3,4,2,4,0,2,4,4,4,72,1,33,127
4,1,5,3,4,4,4,1,5,5,3,1,3,2,4,4,2,1,5,3,48,1,26,342
2,1,4,2,3,3,3,3,3,4,1,4,4,2,3,4,2,4,4,3,61,1,23,256
5,4,1,5,2,1,1,5,3,3,3,5,1,1,5,1,1,5,5,1,74,1,36,230
4,3,3,3,3,2,2,2,2,2,3,4,2,2,4,3,3,4,4,2,67,1,36,160
1,2,4,4,3,4,2,3,5,5,1,5,1,2,4,4,4,2,5,1,54,1,40,221
2,3,3,5,2,4,4,4,4,2,2,2,2,2,4,4,2,2,4,2,53,1,37,235
3,3,1,1,5,3,2,4,3,3,1,4,4,4,4,3,1,3,5,1,70,2,30,154
2,4,3,4,3,5,5,2,4,4,2,4,2,3,4,2,2,4,4,4,57,2,59,287
4,2,4,2,4,2,2,2,4,3,1,4,4,2,2,2,3,3,5,3,68,1,22,313
3,3,2,0,5,2,2,4,3,3,1,5,4,2,3,2,1,5,3,3,76,1,23,267
2,4,2,3,2,2,2,1,4,2,1,5,1,2,2,4,2,4,4,1,60,2,30,211
2,1,2,2,4,4,4,3,2,3,3,5,3,2,1,4,5,3,5,4,64,1,17,381
2,1,4,3,2,4,3,2,5,4,3,2,1,2,2,2,4,3,1,1,45,1,17,182
1,2,3,2,4,5,4,2,4,4,2,5,3,1,2,2,4,4,3,2,59,1,65,471
3,3,2,3,4,2,1,4,2,2,1,5,4,1,2,3,1,3,4,4,74,2,23,146
3,2,4,4,2,3,2,2,5,4,2,3,4,3,2,3,2,3,4,1,52,2,29,173
4,5,3,3,4,2,2,2,2,1,2,4,4,2,4,2,1,4,3,2,72,2,24,143
3,4,4,4,1,4,2,1,5,4,3,4,2,3,3,4,4,4,4,1,52,1,32,560
4,4,4,1,5,4,2,4,5,5,1,5,4,1,1,4,1,4,3,3,65,2,22,326
2,2,5,2,5,5,4,4,4,5,1,2,2,2,2,4,2,4,5,1,53,2,23,317
3,4,4,3,4,2,2,2,4,2,1,2,2,1,3,2,1,4,5,1,64,2,13,240
3,4,4,3,4,2,2,2,4,2,1,2,2,1,3,2,1,4,5,1,64,2,13,259
5,5,1,1,5,1,1,5,1,1,1,5,5,1,5,1,1,5,5,5,96,1,24,114
5,4,4,2,4,1,3,5,3,2,1,2,4,1,1,3,2,3,3,4,71,2,22,197
4,4,3,1,5,4,2,5,3,5,1,4,3,2,4,4,3,4,5,4,74,1,17,489
2,2,4,2,2,2,2,1,5,5,1,4,1,1,1,2,2,4,5,1,55,2,34,303
4,5,3,1,2,2,2,2,4,4,1,3,3,2,4,3,2,4,4,2,67,2,18,211
3,3,2,4,2,2,2,2,3,4,3,4,2,4,4,4,2,4,2,1,55,1,23,167
2,2,2,4,4,2,1,2,4,4,2,2,4,2,4,3,3,2,5,2,62,1,40,221
2,5,2,1,5,4,4,5,2,1,1,5,4,1,5,2,2,4,5,2,80,2,20,251
2,5,2,1,5,4,4,5,2,1,1,5,4,1,5,2,2,4,5,2,80,2,20,262
2,4,3,4,4,2,2,4,4,3,1,4,3,4,5,4,1,4,5,1,64,1,21,94
3,2,2,4,3,1,1,4,4,4,2,5,4,2,4,2,2,2,5,3,69,1,22,333
3,2,2,4,3,1,1,4,4,4,2,5,4,2,4,2,2,2,5,3,69,1,22,497
2,4,5,2,2,5,5,3,5,5,3,4,2,4,3,2,5,2,2,3,50,1,21,207
3,4,2,4,3,1,1,3,4,4,1,4,1,2,3,1,3,4,5,4,71,1,15,130
2,4,2,2,4,1,1,5,3,2,1,5,5,2,2,1,1,2,5,1,75,1,17,214
1,2,4,5,1,5,4,2,5,4,2,2,1,4,2,4,4,1,5,1,39,2,41,207
2,2,5,4,3,4,3,2,5,3,1,1,1,3,3,4,1,3,5,1,46,2,22,262
5,5,3,2,4,1,1,4,3,4,2,4,3,2,3,3,2,3,5,3,74,1,18,273
1,2,4,5,1,5,2,3,5,5,3,2,2,4,3,5,1,4,4,1,40,1,20,136
5,5,2,1,4,2,1,4,2,1,1,5,4,2,5,2,1,4,5,3,85,2,30,475
5,3,2,1,5,1,1,4,2,1,1,5,4,1,2,1,1,5,5,5,87,1,28,169
4,4,3,4,2,2,1,4,3,4,2,2,1,4,3,4,2,4,5,1,59,1,55,221
2,2,2,2,1,3,2,1,4,4,3,3,3,2,3,3,2,5,5,5,61,1,19,1245
3,3,2,2,2,2,2,3,5,1,2,5,3,1,3,3,1,5,4,1,67,1,22,118
4,4,4,2,4,1,2,4,2,4,2,4,4,2,4,4,2,4,4,4,73,1,15,248
4,5,3,2,4,1,2,5,3,2,3,3,4,1,4,2,2,5,5,3,79,1,1996,383
2,1,3,4,2,5,4,1,3,4,3,3,2,5,2,4,2,1,1,3,39,1,1996,512
2,2,2,3,2,4,2,2,4,2,1,4,2,2,4,2,2,4,5,2,63,1,60,239
4,4,4,2,5,3,2,4,4,4,2,4,5,2,4,5,2,4,2,2,66,1,23,174
4,4,2,4,4,2,2,4,2,2,2,4,4,2,4,2,2,4,4,3,75,1,26,186
4,4,2,2,4,3,3,5,3,2,1,3,4,1,4,1,3,5,5,5,82,1,21,289
5,3,4,3,3,2,2,4,4,2,2,4,2,2,1,3,2,4,4,2,64,1,23,174
5,3,1,1,3,1,1,4,2,2,1,5,5,2,4,1,1,5,4,5,86,2,19,228
1,5,4,3,3,5,4,3,4,2,2,2,1,2,1,5,3,2,1,2,47,2,35,619
2,1,1,4,4,5,2,2,5,3,2,2,4,2,3,1,2,2,3,1,55,1,28,335
4,2,3,4,5,3,3,4,5,4,2,5,4,3,4,4,3,4,5,2,65,1,44,143
1,3,4,4,0,4,2,3,5,4,2,2,2,2,3,2,4,4,5,2,54,2,18,628
4,5,3,2,5,3,2,5,2,1,2,5,5,1,5,1,2,5,4,5,87,2,36,153
4,5,3,2,5,3,2,5,2,1,2,5,5,1,5,1,2,5,4,5,87,2,36,173
5,4,3,4,3,2,2,4,3,2,1,4,1,3,4,4,4,5,5,1,70,1,36,144
5,5,1,1,4,1,1,3,1,1,1,5,5,1,4,1,1,3,3,3,86,1,15,143
3,4,4,5,2,5,3,2,5,4,4,2,2,5,4,5,3,2,5,1,44,2,22,164
3,5,4,5,5,3,1,4,2,3,2,2,5,1,4,4,1,5,5,5,73,1,31,201
3,4,2,2,5,1,2,3,3,2,1,2,2,3,4,2,2,3,5,3,72,1,13,122
5,4,3,1,5,2,1,5,2,1,1,5,4,1,5,2,1,4,5,5,88,1,24,123
3,4,3,3,4,2,1,4,4,2,2,3,2,1,5,1,1,4,4,1,70,2,22,147
4,3,5,3,2,2,2,4,4,4,1,4,3,2,4,2,4,2,1,4,64,2,22,120
3,3,3,2,2,5,3,3,5,4,2,4,3,3,3,3,4,1,5,2,57,1,23,190
4,3,1,3,4,2,2,5,4,2,1,5,4,2,3,2,2,5,5,3,78,2,26,184
3,4,5,3,4,1,3,4,5,2,2,5,2,3,2,2,2,4,4,3,65,1,21,285
4,2,2,4,2,5,2,4,5,3,1,5,2,3,3,2,2,2,5,3,61,2,25,224
3,2,3,1,4,3,4,4,4,2,2,5,4,2,3,3,3,3,4,4,69,2,32,196
3,2,5,2,3,4,4,4,5,5,3,4,2,3,4,5,2,3,5,3,53,2,42,182
2,2,4,2,2,4,2,1,5,2,1,4,1,2,2,3,4,2,5,1,55,1,32,149
4,5,3,1,2,3,4,4,5,3,2,3,2,1,3,2,2,3,4,3,65,1,30,247
4,2,4,3,4,3,2,2,4,2,4,4,4,2,1,4,1,4,5,2,59,1,28,210
1,3,4,3,3,4,2,2,4,2,3,4,4,4,3,4,2,3,5,1,55,1,26,188
4,3,2,2,4,4,4,4,4,4,2,4,4,2,3,2,4,4,4,2,68,1,23,334
4,1,5,4,3,5,4,3,4,3,4,3,4,3,4,4,3,4,5,2,54,1,22,151
4,3,2,1,5,5,3,4,4,2,1,2,4,2,3,1,1,4,5,3,71,2,19,131
4,4,4,2,4,4,3,4,4,1,2,5,4,2,4,3,1,4,3,2,68,1,28,202
4,3,3,2,4,5,4,4,4,3,2,2,3,2,3,2,3,4,3,3,63,1,26,159
5,4,2,1,5,2,1,5,4,1,1,5,4,1,5,2,1,5,4,3,85,1,15,102
4,2,4,2,4,2,1,3,4,2,1,4,2,2,4,4,1,4,5,2,67,2,25,158
5,4,3,3,4,2,2,4,4,3,2,4,4,2,4,4,2,4,5,1,70,1,20,172
4,4,2,2,4,4,2,3,2,4,2,4,4,2,5,1,1,4,5,4,75,2,19,88
3,4,4,4,3,4,3,2,5,4,2,3,3,2,4,4,2,3,3,4,56,1,20,180
5,4,4,4,3,3,1,3,5,4,2,5,4,2,4,1,2,3,5,1,67,1,44,149
4,5,2,4,5,2,2,5,1,1,2,5,4,2,5,3,1,2,3,1,75,1,24,125
3,1,2,2,4,1,1,2,4,3,2,5,4,2,2,4,1,4,5,4,68,1,26,213
4,4,4,2,5,2,4,2,4,2,1,5,4,1,3,2,1,5,2,5,72,2,16,294
4,3,5,4,2,2,4,2,1,4,4,4,4,5,3,5,4,5,1,2,54,2,49,174
4,4,4,2,5,2,2,2,4,2,1,5,4,1,3,2,1,5,2,5,74,2,16,1312
4,4,4,2,5,2,2,2,4,2,1,5,4,1,3,2,1,5,3,5,75,2,16,1323
2,4,4,3,3,5,4,4,4,3,2,3,3,3,4,0,3,0,3,3,58,2,17,341
5,5,4,3,3,2,2,3,4,3,3,1,3,2,4,3,3,3,3,1,62,2,17,490
3,3,4,3,3,4,4,4,4,3,3,1,1,5,3,3,3,3,3,1,49,2,17,617
5,5,5,2,4,2,2,5,4,2,2,1,4,2,4,3,2,4,3,1,68,2,17,119
4,4,5,1,3,2,1,4,3,1,3,4,3,2,4,1,1,4,5,2,73,1,28,127
2,2,4,2,3,2,2,4,4,4,2,2,2,3,4,2,2,4,4,2,60,2,28,160
2,5,4,3,4,5,4,2,5,4,1,5,2,2,3,4,2,3,1,4,55,1,21,751
4,3,2,3,3,2,2,2,4,2,2,4,2,1,2,3,1,2,1,2,59,1,36,145
4,1,4,2,4,2,2,4,4,2,1,5,3,2,5,2,1,5,5,1,71,2,28,113
3,2,4,1,2,4,2,2,4,3,3,4,2,2,2,1,2,2,5,1,57,1,30,174
2,2,4,1,3,2,2,2,5,4,4,3,5,2,4,4,4,3,4,4,62,2,33,239
5,5,3,1,4,2,3,1,4,2,1,4,4,0,4,1,4,2,2,3,75,1,36,163
5,5,2,1,4,2,2,1,4,2,1,4,4,1,4,1,2,2,2,3,74,1,36,421
2,5,4,4,5,3,3,4,4,2,2,4,4,1,5,4,1,3,5,5,70,1,21,217
5,1,1,1,5,1,1,5,3,5,1,5,5,1,3,4,1,5,5,5,81,2,24,840
5,5,3,3,3,2,2,3,5,4,2,2,3,2,4,4,2,4,4,1,63,1,23,243
1,4,3,4,5,4,1,5,4,4,3,3,4,3,1,4,2,3,2,1,55,2,22,172
4,4,2,2,3,4,2,4,5,5,2,3,3,2,3,3,1,2,4,1,59,2,47,163
2,2,3,4,2,4,4,3,4,4,2,3,1,4,4,3,3,4,3,1,50,2,40,258
4,5,4,3,2,1,1,4,4,2,3,1,3,1,1,1,3,5,4,1,67,1,17,241
2,2,4,4,4,3,3,0,2,4,2,2,2,2,2,4,2,2,4,2,50,2,39,190
3,5,1,2,5,2,1,5,2,1,1,5,5,2,5,2,1,5,5,3,87,1,29,150
3,2,4,3,4,4,3,2,5,4,3,2,2,3,4,2,2,4,4,2,54,1,14,296
4,4,4,1,4,3,2,4,3,3,1,5,2,2,5,4,2,4,5,2,72,1,25,115
3,4,5,1,5,4,5,5,5,2,5,4,3,3,2,4,1,4,1,3,55,1,33,128
2,2,3,1,4,2,1,2,3,2,1,4,1,1,1,2,2,2,5,3,66,1,27,121
4,0,4,2,4,3,3,4,2,4,0,3,4,2,4,3,5,4,5,1,69,1,35,152
2,3,3,1,4,4,4,4,3,4,1,3,3,2,3,2,2,4,4,2,64,1,25,179
5,4,1,2,5,1,1,3,2,1,1,1,3,2,4,1,1,4,5,3,80,1,18,137
4,1,2,2,4,1,1,4,4,4,2,4,1,3,1,1,2,5,5,1,66,1,19,190
4,4,3,3,3,3,2,3,5,2,2,4,3,1,2,3,3,5,5,3,69,1,31,192
2,3,4,4,2,3,4,2,4,4,2,2,2,4,2,2,4,2,3,1,48,2,64,456
2,4,4,2,4,4,2,4,5,2,2,2,2,2,3,2,2,2,4,2,60,1,22,581
4,2,5,4,2,4,4,1,5,5,3,2,1,4,4,2,2,4,3,1,44,2,59,200
3,4,3,4,2,3,3,2,5,3,2,1,3,2,2,3,3,2,3,3,54,2,32,123
4,1,5,1,4,4,3,1,5,2,1,2,1,1,2,4,2,3,4,1,53,1,19,134
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,64,1,19,170
5,2,1,1,5,1,1,3,1,1,1,5,5,1,3,1,5,5,5,5,93,1,22,333
4,4,1,2,2,1,1,2,3,2,2,2,4,2,5,4,2,3,5,2,71,1,20,280
3,4,2,1,2,1,1,4,3,3,2,2,4,2,3,2,2,1,4,1,67,2,24,197
2,4,1,2,2,4,2,2,4,3,2,4,4,2,4,2,2,4,3,1,64,1,23,267
2,3,5,4,2,4,5,2,5,4,3,3,2,4,3,4,2,3,4,2,44,2,30,164
2,2,4,4,2,4,4,4,5,4,2,4,2,2,2,4,2,1,3,1,46,1,40,173
2,2,4,4,4,4,2,2,5,4,1,2,2,2,2,2,4,3,4,2,55,2,29,152
4,2,4,4,4,4,3,2,4,4,3,4,2,3,3,4,2,4,2,2,52,1,22,141
4,3,3,2,3,1,2,2,3,2,2,4,2,2,2,1,3,4,4,3,70,2,47,165
4,4,3,1,3,2,2,2,2,4,1,4,1,2,4,3,1,4,5,3,69,1,25,383
1,3,4,3,4,3,4,4,4,4,2,2,2,2,3,3,3,4,1,2,54,2,21,168
1,2,4,5,1,4,5,4,4,5,4,4,1,4,4,5,4,1,1,1,38,1,18,156
1,2,4,4,1,4,4,3,5,4,4,1,1,3,1,2,4,3,4,1,42,2,50,503
4,4,4,2,5,1,4,5,4,3,2,5,3,3,4,3,2,4,3,4,71,2,16,226
5,1,1,1,5,1,1,5,2,1,1,5,5,1,1,1,1,5,5,5,87,2,24,241
5,5,1,2,4,2,2,3,4,1,1,0,5,2,4,4,2,4,5,2,74,1,24,100
2,2,4,2,4,5,5,2,5,4,2,1,2,2,1,3,2,2,4,1,45,2,23,120
4,5,1,2,5,2,1,4,3,2,1,5,5,2,4,1,1,5,3,4,84,1,17,126
2,4,4,3,2,2,2,2,4,2,1,2,2,2,3,2,1,5,5,2,62,1,33,460
4,3,2,3,4,2,1,4,3,2,1,4,4,2,3,2,2,4,5,2,75,1,30,471
5,5,4,1,5,3,2,5,4,3,3,4,3,1,4,3,2,3,5,3,74,1,19,215
2,2,3,1,2,4,2,4,4,2,1,4,2,2,2,4,3,2,4,5,63,1,24,262
2,2,3,4,4,5,5,4,5,3,3,2,1,3,3,4,3,2,3,1,46,1,23,200
1,4,3,4,2,3,2,4,5,4,1,4,4,2,1,0,1,4,4,4,63,2,32,140
2,2,2,3,2,4,2,2,4,2,2,4,2,3,3,2,2,2,4,1,56,1,40,439
4,3,3,4,4,3,3,4,4,3,3,3,3,3,4,4,2,4,3,1,59,1,25,150
4,3,2,3,4,3,3,4,3,2,2,4,4,2,3,2,2,4,4,2,70,1,23,442
3,4,3,4,3,4,2,4,5,3,1,3,2,2,4,4,1,4,5,2,61,1,28,164
2,5,3,4,4,3,3,3,4,4,2,3,3,3,3,2,1,3,4,3,60,2,48,171
3,4,2,1,4,2,1,2,4,3,2,5,4,1,3,2,4,4,5,3,77,1,42,201
3,4,2,4,4,2,2,3,2,2,2,4,4,2,4,2,4,4,4,3,75,1,44,161
3,2,3,3,2,5,4,4,5,5,2,4,4,2,1,4,2,3,4,1,51,1,42,185
1,2,4,4,3,3,3,2,5,5,3,2,2,4,2,4,4,2,3,2,44,2,41,153
2,2,0,2,2,4,4,2,5,4,2,2,1,2,1,0,4,2,5,2,56,2,41,113
2,4,2,1,4,1,1,4,1,1,1,5,4,1,3,1,1,4,5,3,83,1,22,164
4,4,3,3,5,2,1,3,3,3,2,4,3,2,4,2,2,4,5,2,73,2,19,102
2,4,4,2,2,5,3,2,4,4,4,2,2,2,2,2,3,3,2,1,49,1,27,1494
1,0,4,3,1,5,4,2,5,5,3,3,1,3,4,5,2,3,4,1,39,2,27,170
3,2,3,4,2,5,1,1,5,5,4,1,1,4,2,2,2,2,4,1,42,1,43,209
2,2,2,4,2,2,2,2,5,4,2,2,2,2,2,2,2,2,4,2,53,1,41,189
4,4,2,2,2,1,1,4,2,2,1,4,3,1,3,2,1,3,5,5,78,1,41,172
1,1,5,5,5,5,5,4,5,5,3,1,0,3,4,5,5,0,4,3,41,1,13,96
1,2,4,3,2,4,4,2,4,5,3,2,2,4,2,2,4,2,4,1,45,2,59,181
5,4,3,1,5,2,2,5,2,2,1,5,4,2,3,2,1,4,4,3,80,1,33,248
2,2,4,4,2,4,4,2,5,5,2,2,1,3,2,4,3,2,3,1,41,2,30,222
3,1,3,4,1,5,5,2,5,4,3,2,2,3,2,2,3,2,4,1,43,1,28,346
4,4,3,1,4,2,2,4,4,4,1,2,4,2,5,2,1,4,5,2,72,2,15,122
5,2,3,2,1,2,2,3,4,3,1,4,5,2,1,2,5,4,3,3,69,2,14,160
5,5,5,2,2,2,2,4,3,2,2,5,2,1,5,3,3,5,5,1,74,1,15,254
5,4,1,1,4,2,2,4,1,2,1,5,5,2,5,1,2,5,1,4,85,1,15,195
3,2,3,4,1,2,2,2,4,4,2,3,2,4,1,3,3,2,2,2,49,2,14,165
4,5,3,4,2,2,2,3,3,2,3,4,2,3,3,2,3,4,4,2,66,2,14,123
2,3,4,2,2,4,3,2,4,4,2,5,2,2,4,4,3,4,4,2,58,1,20,218
5,4,2,3,4,1,2,5,2,2,1,4,4,1,5,4,3,5,5,2,82,1,34,254
5,3,1,1,5,1,1,5,1,1,1,5,4,1,4,1,2,4,3,5,90,1,23,118
2,2,5,3,4,3,2,5,5,3,3,5,1,1,1,3,3,3,5,2,59,2,26,164
5,4,3,1,5,1,1,4,2,1,1,4,3,2,3,1,1,3,5,2,80,1,45,125
1,4,5,2,1,5,2,4,4,5,2,1,1,1,4,5,2,1,5,1,48,1,23,220
1,4,4,4,1,1,1,2,3,2,1,4,1,1,5,5,2,4,1,1,58,1,38,173
2,1,2,1,5,2,2,5,0,2,1,5,5,1,5,2,1,4,5,5,84,2,26,281
2,3,2,3,4,3,2,5,5,5,4,5,3,1,5,2,1,5,4,2,66,1,60,195
5,2,4,2,4,2,2,4,4,5,1,4,2,2,4,1,4,4,5,2,71,1,21,208
5,4,3,2,3,1,1,5,3,2,1,5,3,2,4,2,1,4,4,4,79,1,22,118
4,2,4,4,4,2,2,3,4,5,5,2,4,3,2,4,2,3,5,1,53,2,22,121
5,2,1,1,5,1,1,1,4,1,1,5,5,1,5,2,1,4,4,2,80,1,18,179
5,2,1,1,5,1,1,1,4,1,1,5,5,1,1,2,1,4,5,2,77,1,18,1008
5,2,1,1,5,1,1,1,4,1,1,5,5,1,5,2,1,4,4,2,80,1,18,1026
5,1,1,1,5,1,1,1,4,1,1,5,5,1,5,2,1,4,4,2,79,1,18,1044
5,5,1,1,5,1,1,1,4,1,1,5,5,1,5,2,1,4,4,2,83,1,18,1057
5,5,1,1,5,1,1,1,4,1,1,5,5,1,5,2,1,4,5,2,84,1,18,1083
4,4,2,2,5,1,1,2,4,2,2,4,2,1,4,2,2,2,5,1,72,2,41,214
