q_Q1,q_Q2,q_Q3,q_Q4,q_Q5,q_Q6,q_Q7,q_Q8,q_Q9,q_Q10,q_Q11,q_Q12,q_Q13,q_Q14,q_Q15,q_Q16,q_Q17,q_Q18,q_Q19,q_Q20,m_score,m_gender,m_age,seconds_elapsed
4,4,1,3,4,2,2,3,2,3,3,3,2,2,3,3,2,4,4,4,70,1,23,210
2,4,3,2,5,2,2,2,4,2,2,5,4,1,5,4,2,4,5,4,74,2,35,277
2,4,3,2,5,2,2,2,4,2,2,5,4,1,5,4,2,4,5,4,74,2,35,313
2,5,2,3,4,2,2,4,2,2,1,5,2,1,4,2,4,5,5,3,80,1,57,287
3,4,4,4,3,4,1,4,4,3,3,4,2,3,4,4,2,3,4,2,59,1,50,122
2,2,5,3,2,2,2,2,5,4,2,2,2,2,1,4,2,2,4,2,48,2,47,312
3,4,2,2,4,2,3,4,3,2,1,4,4,2,2,1,2,3,5,2,73,2,18,96
3,3,3,2,5,1,1,4,0,2,1,5,2,3,4,1,1,5,3,1,76,1,32,241
5,5,2,1,5,1,1,2,2,2,1,5,5,1,1,2,1,4,5,5,84,1,20,121
3,4,2,2,3,2,2,3,2,2,1,4,4,2,4,3,4,4,4,4,77,1,25,199
2,3,2,4,2,2,2,4,3,3,2,2,2,2,3,2,2,4,4,2,62,2,36,133
4,4,2,2,4,2,2,4,2,2,2,4,4,2,4,2,2,4,4,2,76,1,37,171
3,4,4,4,4,3,1,2,4,2,1,3,2,3,5,2,1,2,4,1,61,1,29,97
2,1,4,3,2,4,4,2,4,5,4,2,2,2,4,5,4,2,5,1,46,1,25,237
3,4,5,4,4,4,5,4,5,4,2,2,1,3,4,2,3,2,4,2,53,1,50,332
5,4,2,2,4,2,1,4,1,2,2,5,3,2,4,2,2,4,5,1,79,1,22,118
3,3,2,4,4,5,2,2,4,4,4,3,2,4,1,4,4,3,5,5,56,1,21,288
2,2,3,4,4,2,2,1,4,4,1,2,2,1,2,2,4,2,4,2,58,1,66,1226
2,3,4,3,3,2,3,1,2,2,3,4,4,3,4,4,4,2,0,1,56,2,45,312
1,2,5,4,2,5,5,1,5,5,4,1,1,4,2,5,2,1,1,1,27,2,34,282
4,3,1,2,5,1,1,2,1,3,1,3,5,1,4,1,1,5,4,3,81,1,15,120
4,2,4,3,3,4,3,3,4,4,2,4,2,2,4,4,3,4,4,1,58,1,30,544
4,5,1,1,5,2,1,4,1,1,1,5,4,1,4,1,2,4,5,3,89,1,15,97
2,4,3,2,3,1,1,2,4,3,1,4,4,2,5,5,1,4,5,1,67,1,16,83
3,2,2,2,3,3,2,2,5,4,2,4,2,2,1,1,1,5,3,2,59,1,26,175
5,5,2,3,4,1,1,4,1,1,2,5,3,1,4,1,1,3,4,3,82,1,43,222
4,5,4,2,5,1,1,5,4,2,1,5,4,2,4,2,1,5,5,4,82,1,30,172
4,4,2,2,4,3,2,4,3,3,2,4,4,2,4,2,2,4,5,3,75,1,32,198
5,5,1,1,5,1,5,5,1,1,1,5,5,1,5,1,1,5,5,5,92,2,62,230
4,4,5,4,4,2,1,2,4,2,1,4,2,2,4,4,1,4,5,3,66,1,26,150
3,5,0,4,3,1,1,4,2,1,2,3,4,2,5,4,1,5,5,5,80,2,21,226
4,4,3,4,3,4,2,2,3,3,1,4,4,4,3,4,4,2,4,2,62,1,33,160
3,2,4,4,2,4,3,2,4,4,2,4,2,4,2,2,4,4,4,2,54,2,40,172
2,4,4,4,3,4,2,4,2,2,1,4,4,1,4,2,2,4,4,1,68,1,35,328
3,4,4,2,4,4,3,4,5,4,3,4,3,2,4,2,2,3,4,1,61,1,27,163
3,5,4,3,4,4,1,2,5,2,1,2,2,3,1,1,5,1,5,1,61,1,26,260
4,4,3,2,4,2,1,3,4,2,1,2,4,1,4,3,2,3,5,3,73,2,39,151
4,3,1,2,4,1,0,4,1,2,1,4,2,2,4,1,2,3,5,4,82,1,20,181
3,4,4,3,4,4,2,4,5,4,2,1,1,2,3,4,2,1,4,1,52,1,21,193
5,5,1,3,5,1,1,3,1,4,1,5,5,1,3,3,1,4,4,4,82,1,30,210
3,4,2,1,4,1,2,4,2,3,1,4,4,2,4,1,1,5,4,2,78,1,26,142
4,5,1,1,4,2,1,4,1,1,1,5,4,1,4,1,1,4,5,3,87,1,33,3440
4,3,1,2,4,1,0,4,1,2,1,4,2,2,4,1,2,3,5,4,82,1,20,4037
4,3,4,2,4,2,4,2,4,3,2,1,3,3,2,1,1,4,5,4,62,1,29,163
1,2,4,4,2,3,4,2,5,3,3,3,1,3,2,4,3,4,4,1,46,2,43,120
2,2,4,3,5,3,2,5,5,3,4,4,2,2,5,5,1,2,4,1,56,2,26,537
2,2,4,3,5,3,2,5,5,3,4,4,2,2,5,5,1,2,4,1,56,2,26,601
4,2,4,4,2,4,2,1,5,2,3,2,2,1,4,2,4,1,2,1,52,1,31,391
5,4,1,3,4,2,2,3,2,1,1,4,3,1,4,2,2,4,4,3,79,1,35,136
2,3,2,2,4,1,1,4,4,2,1,5,5,1,4,1,1,5,5,4,81,1,36,244
4,2,2,3,5,2,3,4,5,4,5,4,2,4,4,5,2,2,5,2,57,1,22,220
2,3,4,4,2,4,2,2,4,4,1,1,1,3,2,4,3,4,4,2,50,2,26,236
3,3,3,1,4,1,2,4,5,3,1,5,4,1,3,2,1,3,5,1,71,1,18,139
4,4,2,2,4,1,2,4,2,2,1,4,5,2,4,2,4,4,4,2,81,1,18,202
4,2,4,4,3,4,2,4,5,4,3,1,2,3,3,4,4,3,4,2,53,1,17,166
2,3,1,4,2,5,4,2,5,5,3,2,2,4,3,5,4,2,4,1,45,1,17,234
4,3,2,2,4,4,2,3,2,4,3,3,2,4,3,3,2,4,4,3,63,2,20,259
3,2,4,4,2,3,3,2,4,4,2,2,2,3,3,3,2,2,3,2,49,1,37,352
2,2,3,3,2,4,3,2,4,4,2,3,2,2,4,4,3,2,4,2,53,2,27,375
4,4,2,2,2,1,1,2,4,2,2,2,4,4,4,2,2,3,5,1,67,1,25,127
4,4,2,2,2,1,1,2,4,2,2,4,5,2,5,1,1,5,5,4,78,1,25,225
4,4,3,4,3,2,1,3,4,3,3,5,3,4,4,2,2,4,5,4,69,1,64,108
5,4,1,2,3,1,1,2,2,2,1,4,4,2,4,2,1,5,5,1,78,1,44,76
4,5,5,2,4,4,3,2,3,5,3,4,2,3,4,4,3,3,5,5,63,1,31,934
3,4,3,5,5,4,1,3,4,5,2,2,2,3,4,2,3,4,5,2,62,2,20,218
5,5,3,3,4,1,1,3,2,1,1,5,4,2,5,1,1,4,0,4,79,1,50,115
2,2,2,4,2,2,2,1,3,3,2,2,2,2,4,2,0,2,4,2,55,2,23,142
4,4,4,3,4,4,4,2,4,4,2,4,2,3,3,4,2,2,4,2,55,1,23,125
1,2,4,4,3,4,4,2,4,4,1,3,2,3,4,5,2,2,5,1,48,2,24,158
2,4,2,4,2,2,2,3,4,3,2,4,1,2,4,5,3,2,5,1,59,1,26,189
1,4,1,4,1,1,1,2,4,3,2,3,1,2,4,2,2,2,5,1,60,1,26,188
0,4,4,3,3,4,4,4,5,4,3,4,2,2,4,1,2,4,2,4,57,1,25,426
4,4,4,3,3,4,4,4,5,4,3,4,2,2,4,1,2,4,2,4,61,1,25,475
4,0,3,2,1,2,1,2,2,2,2,1,3,1,4,2,1,4,4,3,64,1,18,274
5,5,3,2,1,1,1,2,2,2,2,1,2,1,4,2,1,4,4,3,70,1,18,464
5,5,1,1,1,1,1,1,1,1,1,1,5,1,5,1,1,5,5,5,84,1,18,565
5,4,2,2,1,1,1,2,2,2,2,1,4,1,4,2,1,4,4,3,72,1,18,685
4,4,2,2,1,2,2,4,3,2,2,5,4,2,4,2,2,4,5,2,74,1,18,246
4,4,2,2,1,2,2,4,3,2,2,5,4,2,4,2,2,4,5,3,75,1,18,258
4,4,2,2,1,2,2,4,3,2,2,5,4,2,4,2,2,4,5,3,75,1,18,267
4,4,2,2,1,2,2,4,2,2,2,5,4,2,4,2,2,4,5,3,76,1,18,341
4,4,2,2,1,2,2,4,2,2,1,5,4,2,4,2,2,4,5,3,77,1,18,372
5,4,3,4,3,2,1,2,2,2,1,2,1,3,4,2,1,4,5,1,66,2,22,223
2,3,4,3,4,2,2,2,5,2,2,2,2,4,5,2,4,4,5,1,62,1,25,260
2,2,5,4,4,5,5,1,5,4,1,2,1,1,2,4,4,4,4,5,51,2,45,1260
5,4,2,1,5,1,1,4,1,1,1,1,4,3,5,1,1,4,5,5,85,1,19,131
5,5,1,1,5,1,1,0,1,1,0,5,5,1,5,0,1,5,1,5,89,1,25,110
3,5,3,2,4,4,2,4,2,2,2,4,4,2,4,2,5,4,4,2,76,1,29,197
2,2,4,3,4,4,2,2,5,4,2,2,1,4,0,4,2,4,3,2,46,2,52,23
3,2,4,3,2,4,4,2,3,4,3,1,1,4,2,4,2,2,1,1,40,2,21,320
2,1,5,5,2,4,4,2,5,4,1,2,2,2,2,3,2,2,3,1,42,2,27,197
5,4,3,4,5,5,5,4,3,2,1,5,5,3,5,5,1,4,5,3,69,1,22,300
4,4,3,2,4,3,3,4,3,2,2,4,4,2,4,3,2,4,4,4,73,2,21,146
2,2,4,4,3,2,5,2,5,5,2,2,1,2,1,4,2,1,4,3,44,1,50,314
4,3,5,4,4,4,4,4,4,4,4,3,4,1,2,4,2,4,1,5,56,1,20,138
3,3,2,4,1,4,4,3,5,4,3,2,2,4,4,5,2,1,3,1,44,1,25,326
5,5,2,2,5,3,1,5,1,2,1,5,4,1,4,4,1,4,5,3,83,2,17,120
4,4,2,2,3,2,4,4,4,2,2,3,2,3,4,3,2,3,5,4,68,2,22,167
3,2,5,2,2,3,3,2,5,2,2,2,1,2,2,3,3,1,4,2,51,1,29,157
5,5,1,1,5,1,1,2,4,1,1,5,5,1,4,1,1,5,5,5,89,1,19,149
1,2,2,4,2,4,1,1,3,4,3,1,2,3,4,2,4,4,3,1,53,1,23,343
4,4,1,2,4,1,1,3,1,1,1,5,4,2,4,1,2,4,5,2,84,1,20,195
5,4,2,1,4,2,1,2,2,2,1,5,4,2,1,1,1,5,4,2,77,1,21,289
3,4,4,4,3,5,4,3,5,4,2,4,2,2,4,3,3,4,4,3,58,2,19,172
4,1,3,4,2,5,3,2,2,2,3,4,4,4,3,4,2,2,4,2,54,1,22,288
2,3,4,3,4,3,1,4,3,3,1,5,2,1,2,1,5,4,5,1,71,2,17,104
4,3,4,4,2,3,2,1,5,5,3,2,1,2,4,4,5,4,5,1,54,1,22,187
5,5,4,4,2,3,3,2,2,4,2,4,2,4,4,2,3,2,4,2,61,2,38,273
5,4,2,4,4,2,1,2,4,2,1,4,2,1,4,2,2,2,3,1,68,2,21,200
1,1,5,3,3,3,4,2,5,2,2,2,2,3,2,4,4,2,4,2,48,2,57,7127
5,2,4,4,2,4,2,2,4,3,2,4,2,2,4,2,2,4,2,3,59,1,52,191
3,2,4,4,2,4,4,3,4,2,2,5,1,4,2,4,2,2,4,1,49,1,41,173
4,3,2,1,5,2,2,2,5,3,1,5,4,2,4,3,2,4,4,3,73,1,34,809
4,1,3,3,4,3,2,4,4,2,1,4,3,2,3,4,2,4,5,4,68,1,50,126
5,5,1,1,5,1,1,1,5,1,1,5,4,1,5,2,1,5,5,5,86,1,34,1067
4,2,1,2,3,3,2,4,4,4,2,2,5,4,4,4,1,4,5,2,64,1,20,167
2,2,3,3,1,4,4,3,4,4,2,1,2,3,4,4,2,2,4,2,48,1,30,177
2,2,2,4,2,5,4,1,5,4,3,4,2,4,2,4,5,2,1,1,43,1,56,249
2,4,3,2,2,4,2,2,5,5,3,4,2,2,4,4,4,4,4,1,57,2,40,174
5,1,2,1,2,2,4,2,4,5,1,5,1,2,1,4,2,4,5,1,58,1,63,254
2,4,4,4,2,2,2,4,4,4,2,4,4,2,4,4,2,4,5,2,63,2,35,89
4,2,4,2,4,2,2,3,3,2,2,4,4,2,4,2,2,2,4,2,68,2,23,169
5,5,5,4,4,3,2,2,2,3,3,4,3,2,5,3,1,4,5,3,68,1,21,152
2,3,4,5,2,5,4,4,5,4,3,2,1,3,3,3,4,3,3,3,48,2,19,115
4,4,5,4,4,3,3,2,4,2,2,4,3,2,4,3,2,4,4,4,65,1,52,178
4,4,3,1,4,2,1,3,4,3,1,4,3,1,3,4,1,4,4,2,70,1,26,139
2,4,5,2,4,5,4,5,5,2,2,5,2,2,4,4,2,4,3,2,60,2,49,146
2,1,2,3,3,4,3,2,4,3,2,3,2,2,2,2,3,2,4,2,55,2,25,138
2,4,2,1,2,2,2,2,3,3,1,4,2,1,4,3,4,4,5,1,70,1,18,124
2,3,3,4,1,3,3,2,4,4,3,2,1,2,2,4,4,2,5,1,49,1,38,303
4,5,3,5,2,1,1,5,4,2,1,4,4,2,5,5,3,4,5,5,76,1,21,149
1,1,5,1,5,4,1,5,5,5,1,5,1,1,2,1,1,5,3,3,62,1,18,149
3,2,3,4,2,2,2,2,4,3,3,3,2,3,3,4,3,3,5,1,55,2,36,281
3,2,3,4,2,2,2,2,4,3,3,3,2,3,3,4,3,3,5,1,55,2,36,4147
2,4,4,4,5,4,2,2,5,5,2,2,4,5,2,4,2,2,5,4,53,2,35,354
5,1,1,1,5,5,5,5,5,5,1,5,5,1,1,1,1,5,5,1,68,1,30,160
4,4,3,2,5,1,1,2,2,2,1,5,4,2,5,1,1,5,5,2,81,1,20,156
3,1,3,2,2,5,4,2,4,4,3,2,2,4,2,4,4,2,4,2,47,2,30,461
4,4,4,3,4,2,2,2,3,2,2,4,4,2,2,1,1,4,5,1,68,2,29,190
2,4,4,4,2,2,2,1,4,4,3,2,2,3,4,4,2,2,4,2,51,1,25,62
4,4,4,3,4,2,2,2,3,2,2,4,4,2,2,1,1,4,5,1,68,2,29,791
5,5,5,2,5,1,1,5,5,4,1,5,5,1,5,1,1,4,5,1,79,1,25,267
4,4,3,2,4,3,2,4,4,2,2,5,4,2,3,4,2,4,4,2,70,2,28,158
4,4,3,2,4,3,2,4,4,2,2,4,4,2,3,4,2,4,4,2,69,2,28,187
4,3,3,1,2,3,3,4,4,2,2,3,2,1,3,2,2,4,5,3,68,1,25,888
4,5,2,2,4,4,1,5,4,2,1,4,4,2,4,2,2,4,5,2,77,1,21,155
2,4,4,4,2,0,3,3,4,4,4,3,2,0,4,4,2,3,4,2,58,1,45,387
1,1,2,4,1,2,2,2,4,3,2,3,2,2,3,2,3,3,2,2,54,1,29,140
3,3,2,2,4,4,4,3,4,3,2,5,3,2,4,3,3,4,2,2,64,2,39,248
2,3,3,2,2,3,2,2,4,3,2,2,2,2,2,3,4,4,2,2,57,2,16,156
4,4,2,3,4,3,3,4,2,3,2,3,4,4,5,5,2,3,3,4,67,1,16,99
2,4,4,3,2,5,2,4,5,4,2,2,3,2,4,4,4,4,3,1,56,2,21,404
4,4,2,2,4,2,2,4,4,2,2,4,4,2,4,4,2,4,5,1,72,1,21,968
5,2,5,0,4,2,2,1,5,5,5,5,5,5,1,4,5,1,5,1,56,2,32,254
1,2,3,3,2,3,4,2,5,5,1,3,2,3,4,3,2,3,5,1,51,1,37,998
1,2,3,4,2,3,3,0,5,4,2,2,1,4,0,3,4,3,4,2,44,2,37,138
2,1,3,4,2,5,4,4,5,4,2,2,2,2,1,2,2,4,5,2,50,1,26,173
4,4,3,2,3,5,2,3,2,3,1,4,4,2,4,4,4,4,3,2,69,1,25,201
4,2,2,3,5,1,2,4,4,2,1,5,4,2,3,1,1,4,1,4,73,1,25,223
2,2,2,4,1,5,2,4,5,3,1,5,2,4,4,5,5,4,4,1,57,2,21,121
5,5,5,4,1,1,1,2,5,3,1,5,5,4,5,4,2,5,5,1,67,1,21,514
2,3,4,4,4,4,1,3,4,2,2,4,3,3,2,4,2,4,4,2,59,1,33,144
4,1,4,1,4,2,2,2,3,4,1,4,4,2,4,2,1,4,4,1,66,1,42,234
5,2,4,4,1,4,2,2,4,4,1,4,2,2,1,2,2,4,4,2,56,2,54,202
2,2,2,3,2,2,2,2,2,3,2,3,2,2,3,2,2,3,4,2,61,1,31,227
2,4,4,3,4,2,2,2,5,4,2,4,2,2,3,3,2,4,5,2,61,2,32,130
5,4,2,2,4,2,2,5,2,2,1,4,3,1,5,1,2,5,5,1,82,1,32,141
3,2,3,2,4,2,2,3,4,3,2,3,2,3,3,4,2,4,3,2,60,1,42,144
2,2,3,3,2,2,2,2,4,3,2,2,4,3,2,4,2,4,4,2,56,1,42,209
4,4,5,2,5,1,1,3,5,3,1,5,4,1,5,1,1,5,5,4,79,1,20,342
2,4,4,4,2,2,2,1,4,4,4,2,2,4,4,4,4,4,4,2,53,2,41,142
2,3,2,4,2,3,3,1,4,3,3,2,2,4,4,2,4,2,3,1,52,2,43,364
4,4,3,2,3,1,3,2,5,2,3,2,3,3,1,4,5,4,3,1,60,1,23,221
2,3,2,4,2,2,2,2,5,5,2,3,1,4,2,2,4,3,2,4,54,2,39,130
3,4,4,4,4,3,3,4,4,4,2,4,4,1,3,2,2,4,4,4,67,2,42,405
4,5,2,2,4,4,1,5,2,1,1,3,4,1,5,1,1,1,4,5,80,1,52,294
1,2,4,4,1,4,3,1,5,4,1,1,1,5,3,5,2,3,4,1,39,2,43,116
2,4,4,2,4,2,2,4,4,2,1,4,4,2,4,4,4,4,4,4,73,1,48,443
3,2,3,4,3,4,4,2,4,4,3,2,2,3,2,2,2,3,4,2,50,1,28,208
4,4,2,4,4,2,2,4,4,4,2,0,2,2,4,2,2,4,4,1,63,2,31,208
4,4,2,4,4,2,2,4,4,4,2,0,2,2,4,2,2,4,4,1,63,2,31,237
1,2,4,5,2,5,4,4,5,4,2,1,2,4,1,4,2,1,4,2,39,1,21,122
4,4,2,2,4,2,2,2,2,3,2,4,4,2,4,2,2,4,4,2,73,1,18,120
4,4,2,2,4,2,2,2,2,3,2,4,4,2,4,2,2,4,4,2,73,1,18,147
4,4,2,3,4,2,2,3,2,2,2,4,4,2,4,2,2,4,4,3,75,2,54,115
1,4,2,4,2,2,1,2,5,4,1,2,3,4,2,2,1,0,2,4,52,2,53,141
5,5,1,1,5,1,1,5,1,1,1,5,5,1,4,1,1,5,5,5,95,1,17,241
2,3,4,4,2,4,3,4,5,2,2,4,2,2,4,4,4,4,2,2,57,2,34,295
3,3,4,4,3,5,3,1,5,2,2,3,1,2,3,4,5,4,1,1,51,2,20,195
2,3,4,3,3,2,2,4,4,5,2,4,1,2,3,2,2,5,3,1,59,2,30,275
1,4,3,5,2,2,2,2,4,4,1,2,2,2,4,2,2,2,4,4,58,2,67,2166
2,1,5,2,4,5,4,2,5,5,1,4,3,2,4,4,2,1,4,5,53,1,33,325
4,4,5,4,4,4,4,3,4,4,3,0,3,3,4,4,3,4,4,3,55,2,58,389
5,1,5,4,1,3,3,1,5,3,1,1,1,3,1,4,5,1,1,1,42,1,32,231
4,4,3,3,3,1,1,2,3,2,2,2,2,2,4,2,1,1,3,1,62,1,24,239
4,5,5,2,4,2,3,4,3,1,1,3,2,1,4,2,3,3,1,2,69,1,17,589
1,2,0,3,2,2,3,1,3,2,1,1,1,1,1,1,1,4,1,1,54,1,23,58
2,2,5,4,5,4,3,4,5,4,3,2,5,3,5,5,5,5,3,5,61,2,42,281
4,1,4,4,3,4,5,2,5,4,2,2,3,2,3,5,2,4,1,4,48,2,42,668
4,1,3,2,2,5,4,4,4,4,2,4,2,4,3,5,5,3,1,5,55,1,19,272
4,3,3,2,3,1,1,2,3,4,2,2,2,2,4,2,3,3,4,1,65,2,24,295
5,5,1,1,5,1,1,5,1,4,1,5,5,2,3,1,1,4,5,4,88,1,27,112
2,2,4,2,2,2,2,2,4,4,3,4,2,4,4,3,3,1,1,1,50,2,41,498
5,5,1,1,5,1,1,5,1,1,1,5,5,1,5,1,1,5,5,5,96,1,16,110
4,4,5,4,4,1,3,4,1,2,2,4,4,1,4,4,2,3,5,1,70,1,25,149
4,3,2,2,1,5,4,3,5,3,2,1,5,2,4,3,2,4,5,3,61,1,16,374
5,5,2,1,5,1,1,5,1,1,1,5,4,1,1,5,1,5,5,5,86,1,20,115
2,2,2,2,4,2,2,4,4,4,1,4,4,1,4,2,1,4,5,1,69,1,24,179
4,3,5,2,3,3,1,5,4,2,2,4,5,2,5,4,2,2,5,4,71,1,19,213
5,4,2,3,4,2,2,5,3,2,2,5,2,2,4,5,2,4,4,4,74,1,26,156
2,2,3,4,4,4,5,4,5,5,2,4,2,3,2,4,3,3,2,4,51,2,28,279
5,2,4,3,2,4,4,2,3,4,2,4,2,2,2,4,4,4,4,2,57,2,34,201
2,3,2,2,5,2,3,5,3,3,2,4,4,3,3,3,2,4,5,4,72,1,18,174
5,4,2,2,4,1,2,4,2,1,2,4,4,2,4,2,2,4,4,4,81,1,16,201
4,5,2,4,4,2,1,4,2,2,2,2,4,2,4,2,1,4,5,2,74,1,16,89
2,3,4,4,2,3,3,2,5,4,4,2,2,3,3,4,4,2,4,1,47,2,22,124
4,2,2,2,4,5,5,1,5,4,2,2,4,3,3,4,2,2,5,3,54,1,22,231
4,3,5,2,4,5,1,5,5,5,1,5,5,1,3,3,4,5,4,2,70,1,26,793
4,4,1,2,4,5,4,2,5,4,2,4,2,2,4,4,2,4,4,2,61,2,35,182
2,2,4,2,4,3,2,2,5,4,2,2,2,2,4,2,1,2,4,1,54,1,28,172
3,2,4,3,4,2,1,4,5,4,1,4,2,3,3,3,2,4,5,1,62,1,23,302
5,4,2,2,2,1,1,4,2,3,1,1,4,3,4,3,1,4,4,2,71,1,25,239
1,1,5,4,1,5,4,1,5,4,3,1,1,3,3,2,4,1,4,1,38,2,38,209
1,1,5,5,1,5,5,1,5,5,3,1,1,5,3,3,5,1,5,1,34,2,38,117
5,3,3,1,5,2,2,4,3,2,2,5,4,2,5,2,1,5,3,3,78,1,46,159
1,1,2,2,2,2,3,1,5,5,1,4,2,2,1,1,4,2,2,1,52,1,41,137
1,1,2,4,1,5,1,2,4,5,3,1,1,1,4,2,1,1,5,3,48,1,36,444
2,2,5,4,3,5,5,3,5,2,2,4,4,4,3,2,3,4,1,1,50,2,34,140
2,2,4,5,2,2,1,1,2,2,1,4,5,4,4,4,5,4,4,1,63,1,19,230
2,2,4,1,3,5,4,4,5,4,2,1,1,1,1,3,3,2,4,2,50,1,25,176
4,2,4,4,4,2,2,4,2,2,2,4,4,4,2,4,2,4,4,2,64,1,46,233
4,3,4,2,4,3,2,3,4,3,1,4,3,2,2,4,1,3,5,4,65,1,42,336
2,1,3,3,2,4,4,1,1,1,2,5,4,1,2,5,2,3,5,1,58,1,20,212
4,2,2,4,2,4,2,2,4,4,4,2,2,4,2,4,2,2,2,2,46,1,35,95
3,2,4,3,4,4,2,1,4,4,1,4,4,2,2,1,4,1,4,1,59,2,26,123
1,1,4,3,1,4,4,2,5,4,2,3,1,2,1,4,2,2,1,1,38,1,53,447
2,3,4,2,2,4,4,2,4,4,1,4,2,1,3,4,3,3,5,3,58,1,21,236
5,5,3,1,5,1,1,5,2,2,1,5,5,2,4,1,2,5,3,4,88,1,16,248
5,5,3,1,5,2,2,5,3,1,2,5,5,2,3,5,1,2,5,5,79,3,22,163
3,5,3,2,0,2,2,5,2,4,1,3,2,2,2,1,3,3,5,1,67,1,21,182
2,2,4,4,3,2,2,2,5,5,4,4,4,2,3,1,2,3,4,2,56,1,54,270
5,5,3,2,5,2,2,2,2,2,1,1,2,1,4,1,1,5,4,4,76,1,25,193
5,5,3,2,5,2,2,5,1,2,0,4,5,3,5,2,4,5,5,5,90,1,18,170
5,3,1,2,3,1,1,3,2,1,1,4,4,2,2,2,3,4,2,1,75,1,38,239
3,2,3,4,3,4,2,4,3,3,2,2,3,3,3,1,3,3,4,3,62,1,18,172
2,1,2,2,4,2,2,1,3,4,1,5,4,1,2,4,2,4,1,1,60,1,24,223
2,4,5,4,0,1,1,2,1,1,3,4,1,2,4,5,2,4,5,1,60,1,22,263
4,5,1,1,4,1,1,4,1,2,2,2,4,2,4,2,2,4,5,4,83,1,17,148
3,4,4,2,4,3,2,2,4,2,1,4,3,2,2,2,2,4,4,1,65,1,29,129
5,5,5,2,3,2,4,5,5,1,1,4,2,2,4,5,2,2,1,3,63,1,26,210
3,2,4,2,4,4,2,3,4,3,1,4,2,2,4,2,1,3,5,1,62,1,28,165
4,4,2,1,4,2,2,5,2,4,2,3,2,2,4,4,3,4,4,3,73,1,24,146
1,2,5,4,1,4,4,1,5,3,2,2,1,3,2,1,2,3,2,1,41,2,58,126
3,5,3,2,4,2,3,4,3,2,2,3,4,2,4,1,2,4,2,4,73,1,15,128
5,5,1,1,5,1,1,5,1,1,1,5,5,1,5,1,1,5,5,5,96,1,15,283
5,4,5,5,2,5,4,5,2,5,1,5,2,3,4,4,1,3,5,1,57,1,46,191
4,5,1,1,3,1,1,4,3,2,1,4,0,0,4,1,2,4,5,1,79,2,31,177
1,3,2,4,2,5,4,5,5,4,2,2,1,3,1,4,2,4,5,1,48,2,21,319
2,1,5,3,2,4,3,2,5,4,2,3,1,4,2,1,2,1,1,1,41,1,54,226
2,2,2,5,2,1,2,2,2,3,2,2,1,2,3,2,2,2,4,1,56,1,30,294
2,1,5,4,2,5,5,1,5,5,2,1,1,2,1,5,4,2,4,1,36,2,28,135
1,2,5,4,2,3,2,1,5,5,2,4,2,5,3,3,2,2,5,1,45,2,31,196
4,2,3,3,4,2,2,2,4,2,1,4,3,2,2,4,1,4,5,2,64,1,25,154
4,4,1,2,1,2,1,4,1,2,1,5,4,2,4,2,1,4,5,4,80,1,17,128
5,2,3,2,4,2,1,3,1,1,2,4,3,2,1,3,1,5,4,1,70,1,18,152
3,0,3,3,5,2,2,3,5,2,2,4,4,4,4,3,2,5,3,4,65,2,34,175
2,4,2,2,5,2,2,4,4,2,2,1,2,1,4,1,2,5,5,2,72,1,20,221
2,2,1,5,3,4,5,4,4,5,3,3,2,3,2,3,3,4,4,4,54,2,17,412
3,4,2,3,5,2,2,3,4,2,1,3,4,1,4,2,1,4,5,2,73,1,24,194
4,1,3,1,4,5,5,3,5,2,1,4,4,1,4,2,1,5,5,3,67,1,21,794
4,5,3,4,2,2,1,2,5,2,2,4,3,3,1,2,3,1,5,1,61,1,28,144
5,5,2,1,5,1,2,5,5,5,1,5,4,1,4,4,5,5,5,1,81,2,24,289
4,4,3,4,4,2,1,2,3,3,1,4,4,2,4,2,2,4,4,3,72,1,26,263
4,4,2,2,4,2,2,2,3,2,2,2,3,2,3,3,2,3,4,3,68,1,23,320
1,3,4,4,3,2,2,2,4,5,3,3,2,2,2,2,3,2,5,1,53,2,18,133
4,5,1,3,5,1,1,4,3,1,1,5,4,3,5,1,2,5,5,4,87,1,59,867
5,1,1,2,2,2,2,2,4,2,2,4,4,2,4,2,1,4,5,2,69,1,30,203
4,5,5,2,4,4,3,4,5,5,1,4,3,2,3,4,2,4,4,2,62,1,24,181
4,4,3,4,4,4,3,4,3,4,4,4,0,4,4,2,4,4,4,4,63,2,41,102
4,3,3,1,4,3,2,4,4,2,1,4,3,2,3,4,2,4,4,4,71,2,23,207
4,3,2,4,2,1,2,2,4,4,2,4,5,3,2,1,1,2,4,2,62,1,42,232
2,4,2,5,2,1,1,1,5,3,1,4,4,1,4,1,1,4,4,4,68,2,37,142
1,2,2,5,1,4,2,2,5,5,2,1,3,4,2,4,3,3,5,1,45,1,23,355
2,4,4,4,2,4,2,2,5,4,2,2,2,3,4,3,2,4,5,1,53,2,20,216
2,4,3,3,4,2,2,4,4,4,3,3,3,2,4,2,3,3,5,4,68,2,44,255
4,4,4,1,4,3,2,4,4,3,1,3,4,2,4,1,1,5,5,4,75,1,26,186
3,4,2,1,4,2,2,4,4,3,1,5,2,2,4,2,2,4,4,3,74,2,19,172
1,4,2,3,4,4,2,4,2,2,1,1,2,1,2,5,4,4,4,3,65,1,20,271
